52000135;5200-125;169 520;149 625;19 895;13 %;163;114,40 %
52000080;5200-125;136 404;104 000;32 404;31 %;162,5;103,20 %
52000393;5200-125;88 676;138 000;-49 324;-36 %;114,5;72,70 %
52000324;5200-120;113 316;141 750;-28 434;-20 %;134,5;85,40 %
52000249;5200-120;49 117;13 350;35 767;268 %;73;46,30 %
52000438;5200-120;137 616;153 720;-16 104;-10 %;141;89,50 %
52000282;5200-120;76 536;126 825;-50 289;-40 %;141,5;89,80 %
52000433;5200-120;61 550;82 500;-20 950;-25 %;98;62,20 %
52000388;5200-135;165 550;126 000;39 550;31 %;165,5;105,10 %
52000372;5200-125;140 425;127 650;12 775;10 %;137;91,30 %
52000322;5200-135;157 650;135 563;22 088;16 %;137,75;87,50 %
52000381;5200-120;132 155;145 500;-13 345;-9 %;136,5;86,70 %
52000309;5200-120;70 994; -   ;70 994;0 %;139,25;88,40 %
52000026;5200-135;178 980;179 550;-570;0 %;157;99,70 %
52000208;5200-120;126 764;128 340;-1 576;-1 %;171;108,60 %
52000218;5200-120;139 359;124 400;14 959;12 %;164;104,10 %
52000377;5200-120;11 569;50 000;-38 431;-77 %;109,5;69,50 %
52000356;5200-125;124 584;117 180;7 404;6 %;116;73,70 %
52000280;5200-120;175 077;132 300;42 777;32 %;184,5;116,40 %
52000364;5200-120;119 565;122 800;-3 236;-3 %;144,25;91,60 %
52000304;5200-120;107 163;112 455;-5 292;-5 %;121,5;95,30 %
52000093;5200-120;164 322;128 880;35 442;28 %;173,5;110,20 %
52000162;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000443;5200-120; -   ; -   ;0;0 %; -   ;0,00 %
52000569;5200-120; -   ; -   ;0;0 %; -   ;0,00 %
52000339;5200-120;145 350;141 750;3 600;3 %;164;104,10 %
52000313;5200-125;64 445;122 000;-57 555;-47 %;155,5;98,70 %
52000025;5200-120;205 875;176 400;29 475;17 %;187,5;119,00 %
52000445;5200-125;169 575;165 375;;;161,5;102,50 %
52000212;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000315;5200-135; -   ; -   ;0;0 %; -   ;0,00 %
52000024;5200-135;199 788;68 000;131 788;194 %;116,5;74,00 %
52000410;5200-120; -   ; -   ;0;0 %; -   ;0,00 %
52000374;5200-120;133 500;128 250;5 250;4 %;152,5;96,80 %
52000347;5200-125;212 750;165 375;47 375;29 %;185;117,50 %
52000230;5200-135;191 950;189 000;2 950;2 %;174,5;110,80 %
52000285;5200-125;118 990;119 250;-260;0 %;141;89,50 %
52000558;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000422;5200-120;128 344;142 008;-13 664;-10 %;133;84,40 %
52000385;5200-120;43 516;120 000;-76 484;-64 %;71,25;45,20 %
52000411;5200-140;4 848; -   ;;; -   ;0,00 %
52000355;5200-125;147 360;146 475;885;1 %;153,5;97,50 %
52000446;5200-120;152 305; -   ;152 305;0 %;183,75;116,70 %
52000440;5200-120; -   ;126 000;-126 000;-100 %; -   ;0,00 %
52000169;5200-120; -   ; -   ;0;0 %; -   ;0,00 %
52000365;5200-120;42 165; -   ;42 165;0 %;121;76,80 %
52000391;5200-135;171 138;149 625;21 513;14 %;162,5;103,20 %
52000251;5200-120; -   ; -   ;0;0 %; -   ;0,00 %
52000306;5200-120;148 500;149 625;-1 125;-1 %;148,5;94,30 %
52000283;5200-120;138 710;143 075;-4 365;-3 %;159,5;101,30 %
52000054;5200-125;152 214;165 600;-13 386;-8 %;123,5;82,30 %
52000172;5200-125;158 920;146 300;12 620;9 %;145;92,10 %
52000403;5200-120; -   ; -   ;0;0 %; -   ;0,00 %
52000375;5200-135; -   ; -   ;0;0 %; -   ;0,00 %
52000171;5200-125;168 081;163 500;4 581;3 %;156,5;99,40 %
52000308;5200-120;178 010;166 675;11 335;7 %;160;101,60 %
52000261;5200-135;255 012;220 500;34 512;16 %;159,5;101,30 %
52000336;5200-135;159 075;123 975;35 100;28 %;152,5;101,70 %
52000335;5200-125; -   ; -   ;0;0 %;20;12,70 %
52000314;5200-120;86 415;82 175;4 240;5 %;135,75;86,20 %
52000111;5200-120;141 955;138 000;3 955;3 %;181,5;115,20 %
52000373;5200-120;163 280;155 480;7 800;5 %;157;99,70 %
52000126;5200DGEC; -   ; -   ;0;0 %; -   ;0,00 %
52000402;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000357;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000236;5200-135; -   ; -   ;0;0 %; -   ;0,00 %
52000062;5200-120;127 500;127 500;0;0 %;127,5;81,00 %
52000118;5200-120;33 192;21 125;12 067;57 %;172,5;109,50 %
52000426;5200-120;121 512;137 128;-15 616;-11 %;135,5;86,00 %
52000329;5200-120;115 591;93 500;22 091;24 %;163,5;103,80 %
52000379;5200-120;144 150;149 625;-5 475;-4 %;155,5;98,70 %
52000513;5200-140; -   ; -   ;0;0 %; -   ;0,00 %
52000396;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000367;5200-120;118 943;126 000;-7 057;-6 %;143,5;91,10 %
52000289;5200-120;130 443;141 750;-11 307;-8 %;158,5;100,60 %
52000424;5200-120;130 800;98 800;32 000;32 %;163,5;103,80 %
52000444;5200-120;111 897; -   ;111 897;0 %;135;100,00 %
52000378;5200-120;79 986;63 200;16 786;27 %;163,5;103,80 %
52000213;5200-125;162 760;173 250;-10 490;-6 %;156,5;99,40 %
52000398;5200-120;165 080;162 710;2 370;1 %;159;106,00 %
52000383;5200-120;118 888;120 000;-1 112;-1 %;143;90,80 %
52000389;5200-135; -   ; -   ;0;0 %; -   ;0,00 %
52000407;5200-135; -   ;151 000;-151 000;-100 %;46,5;31,00 %
52000252;5200-120;115 666;141 750;-26 084;-18 %;142;90,20 %
52000350;5200-120;121 893;129 150;-7 258;-6 %;143,5;91,10 %
52000173;5200-125;205 200;189 000;16 200;9 %;171;108,60 %
52000549;5200-120;9 975;9 500;475;5 %;110;69,80 %
52000240;5200-125;190 635;177 188;13 448;8 %;177,5;112,70 %
52000343;5200-135; -   ; -   ;0;0 %; -   ;0,00 %
52000194;5200-125;161 175;160 125;1 050;1 %;153,5;97,50 %
52000369;5200-120;109 150;110 200;-1 050;-1 %;145;92,10 %
52000049;5200-120;82 500;98 000;-15 500;-16 %;142;90,20 %
52000341;5200-135;195 650;204 750;-9 100;-4 %;150,5;105,60 %
52000353;5200-135; -   ; -   ;0;0 %; -   ;0,00 %
52000318;5200-135;117 000;52 650;64 350;122 %;97,5;61,90 %
52000298;5200-125;149 544;141 750;7 794;5 %;177,5;112,70 %
52000254;5200-120; -   ; -   ;0;0 %;161,5;102,50 %
52000014;5200-120;183 083;154 050;29 033;19 %;154,5;98,10 %
52000435;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000239;5200-135;279 463;201 600;77 863;39 %;183;116,20 %
52000384;5200-120;122 656;91 375;31 281;34 %;171,5;108,90 %
52000436;5200-125; -   ; -   ;0;0 %; -   ;0,00 %
52000186;5200-125;137 093;70 875;66 218;93 %;126,5;131,80 %
52000358;5200-125;135 594;103 400;32 194;31 %;121,5;96,80 %
52000434;5200-120;143 524;126 000;17 524;14 %;173;109,80 %
52000144;5200-125;132 619;126 000;6 619;5 %;160;101,60 %
52000191;5200-120;89 080;81 125;7 955;10 %;127,5;113,30 %
52000305;5200-135;189 350;187 425;1 925;1 %;150;95,20 %
52000220;5200-120;66 204;119 700;-53 496;-45 %;82;52,10 %
52000219;5200-120;132 080;143 000;-10 920;-8 %;163,5;103,80 %
52000448;5200-120;1 560; -   ;1 560;0 %;1,5;1,00 %
52000390;5200-135;156 750;149 625;7 125;5 %;165;104,80 %
52000428;5200-135;189 814;112 320;77 494;69 %;160;101,60 %
